task,payload_size,memory_mb,invocation_latency_ms,input_key,output_key,input_size_bytes,output_size_bytes,download_time_ms,compute_time_ms,upload_time_ms,total_time_ms,download_bandwidth_mbs,upload_bandwidth_mbs,primary_download_time_ms,primary_upload_time_ms,additional_download_time_ms,additional_upload_time_ms,additional_download_count,additional_upload_count,step,chain,run_id,error
gh_reduce_expand,medium,1024,1451.0564800000000,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_1024mb_medium_2.out,52387852,52387852,539.521255,172.956898,583.245346,1295.723499,97.10062700000000,89.82129500000001,,,,,,,,,,
gh_reduce_expand,medium,1024,1369.5282940000000,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_1024mb_medium_3.out,52387852,52387852,552.471653,175.835974,580.237453,1308.54508,94.82450700000000,90.2869190000000,,,,,,,,,,
gh_reduce_expand,medium,1024,1526.369333000000,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_1024mb_medium_4.out,52387852,52387852,540.236436,175.23468,750.857065,1466.328181,96.97208200000000,69.77073900000001,,,,,,,,,,
gh_reduce_expand,medium,1024,1540.9314629999999,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_1024mb_medium_5.out,52387852,52387852,548.915098,176.685788,667.521124,1393.12201,95.43889799999999,78.48119000000000,,,,,,,,,,
gh_reduce_expand,medium,1536,1240.0059699999999,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_1536mb_medium_1.out,52387852,52387852,540.887927,118.864416,482.689178,1142.441521,96.85528100000001,108.53330500000000,,,,,,,,,,
gh_reduce_expand,medium,1536,2776.600122000000,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_1536mb_medium_2.out,52387852,52387852,542.256854,120.756412,2023.497055,2686.510321,96.6107700000000,25.889759000000002,,,,,,,,,,
gh_reduce_expand,medium,1536,1240.8137320000001,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_1536mb_medium_3.out,52387852,52387852,545.035452,124.20225,486.877796,1156.115498,96.11824700000000,107.59959200000000,,,,,,,,,,
gh_reduce_expand,medium,1536,1344.282627000000,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_1536mb_medium_4.out,52387852,52387852,538.808531,121.308219,482.437174,1142.553924,97.22906900000000,108.5899980000000,,,,,,,,,,
gh_reduce_expand,medium,1536,1296.1130140000000,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_1536mb_medium_5.out,52387852,52387852,541.966185,120.915115,504.608284,1167.489584,96.6625840000000,103.81885100000000,,,,,,,,,,
gh_reduce_expand,medium,2048,1238.971472000000,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_2048mb_medium_1.out,52387852,52387852,541.453213,104.305421,481.124965,1126.883599,96.75416199999999,108.88616399999999,,,,,,,,,,
